query,车辆候选列表,answer,app,正确答案,category,category正确答案,mode,mode正确答案,price,price_min,price_max,think_time,问题,备注,标注人,,,,
用滴滴，打个车去故宫，用极速拼车，价格不限。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|8.65|
|1|滴滴|推荐|特惠快车|9.87|
|2|滴滴|推荐|滴滴快车|10.98|
|3|滴滴|推荐|特快出租车|12.02|
|4|滴滴|拼车|特价拼车|10.80-12.14|
|5|滴滴|拼车|极速拼车|10.95-12.01|
|6|滴滴|特价|花小猪外接版|12.53|
|7|滴滴|特价|惊喜特价|13.18|
|8|滴滴|快速|曹操出行|16.22|
|9|滴滴|快速|出租车|18.60|
|10|滴滴|快速|滴滴轻享|18.75|
|11|滴滴|快速|滴滴特快|19.23|
|12|滴滴|快速|滴滴优享|19.51|
|13|滴滴|快速|滴滴快车|21.10|
|14|滴滴|快速|宽敞好车|21.10|
|15|滴滴|快速|方舟行|21.21|
|16|滴滴|舒适|滴滴专车|34.64|
|17|滴滴|六座|六座专车|35.71|
|18|滴滴|六座|六座豪华车|35.96|
|19|滴滴|六座|六座快车|40.59|","[{""app"": ""滴滴"", ""category"": ""极速拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 100000, ""fast"": False}]",滴滴,,极速拼车,无,无,极速拼车,TRUE,0,100000,33.37026215,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,,,,
打个极速拼车去长城，用滴滴，价格不超过30元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|11.93|
|1|滴滴|推荐|特惠快车|12.40|
|2|滴滴|推荐|滴滴快车|13.26|
|3|滴滴|推荐|特快出租车|14.53|
|4|滴滴|拼车|特价拼车|8.39-9.91|
|5|滴滴|拼车|极速拼车|13.97-15.15|
|6|滴滴|拼车|滴滴小巴|12.29-13.29|
|7|滴滴|特价|花小猪外接版|18.78|
|8|滴滴|特价|惊喜特价|20.04|
|9|滴滴|快速|曹操出行|22.43|
|10|滴滴|快速|出租车|22.43|
|11|滴滴|快速|滴滴轻享|22.45|
|12|滴滴|快速|滴滴特快|22.46|
|13|滴滴|快速|滴滴优享|22.80|
|14|滴滴|快速|滴滴快车|24.38|
|15|滴滴|快速|宽敞好车|24.38|
|16|滴滴|快速|方舟行|25.06|
|17|滴滴|舒适|滴滴专车|37.45|
|18|滴滴|六座|六座专车|54.52|
|19|滴滴|六座|六座豪华车|54.96|","[{""app"": ""滴滴"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",滴滴,,拼车,无,无,极速拼车,TRUE,0,30,22.05164576,直接命中车小类关键字但answer中没有或错误,,陆迎,,,,
用滴滴，打个车去西湖，用特惠快车，价格在40元左右。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|21.79|
|1|滴滴|推荐|特惠快车|24.61|
|2|滴滴|推荐|滴滴快车|25.06|
|3|滴滴|推荐|特快出租车|25.11|
|4|滴滴|推荐|滴滴特快|25.30|
|5|滴滴|推荐|宽敞好车|27.08|
|6|滴滴|拼车|特价拼车|26.17-27.78|
|7|滴滴|拼车|极速拼车|27.26-28.96|
|8|滴滴|特价|花小猪外接版|32.41|
|9|滴滴|特价|惊喜特价|32.48|
|10|滴滴|快速|曹操出行|37.63|
|11|滴滴|快速|出租车|37.99|
|12|滴滴|快速|滴滴轻享|39.68|
|13|滴滴|快速|滴滴特快|40.03|
|14|滴滴|快速|滴滴优享|41.08|
|15|滴滴|快速|滴滴快车|41.80|
|16|滴滴|快速|宽敞好车|42.46|
|17|滴滴|快速|方舟行|42.56|
|18|滴滴|快速|长沙新出租|42.93|
|19|滴滴|舒适|滴滴专车|48.80|
|20|滴滴|六座|六座专车|102.32|
|21|滴滴|六座|六座豪华车|102.39|
|22|滴滴|六座|六座快车|104.93|","[{""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""特惠快车"", ""price"": True, ""price_min"": 40, ""price_max"": 40, ""fast"": False}]",滴滴,,无,,特惠快车,,TRUE,40,40,11.95092916,,,陆迎,,,,
帮我叫个特惠快车去上海迪士尼，用滴滴，价格在50元之间。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|2.90|
|1|滴滴|推荐|特惠快车|4.42|
|2|滴滴|推荐|滴滴快车|4.55|
|3|滴滴|推荐|特快出租车|6.56|
|4|滴滴|推荐|滴滴特快|7.31|
|5|滴滴|拼车|特价拼车|2.71-4.02|
|6|滴滴|拼车|极速拼车|6.82-8.38|
|7|滴滴|特价|花小猪外接版|8.63|
|8|滴滴|快速|曹操出行|8.80|
|9|滴滴|快速|出租车|9.04|
|10|滴滴|快速|滴滴轻享|9.91|
|11|滴滴|快速|滴滴特快|10.12|
|12|滴滴|快速|滴滴优享|10.30|
|13|滴滴|快速|滴滴快车|10.75|
|14|滴滴|快速|宽敞好车|11.53|
|15|滴滴|快速|方舟行|13.11|
|16|滴滴|快速|长沙新出租|13.13|
|17|滴滴|舒适|滴滴专车|12.60|
|18|滴滴|舒适|滴滴豪华车|14.72|
|19|滴滴|六座|六座专车|22.11|","[{""app"": ""滴滴"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 50, ""price_max"": 50, ""fast"": False}]",滴滴,,特惠快车,无,无,特惠快车,TRUE,50,50,16.82910609,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,,,,
用滴滴，打个车去黄山，用滴滴快车，价格不超过35元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|27.69|
|1|滴滴|推荐|特惠快车|28.90|
|2|滴滴|推荐|滴滴快车|29.77|
|3|滴滴|推荐|特快出租车|31.68|
|4|滴滴|推荐|滴滴特快|32.11|
|5|滴滴|拼车|特价拼车|30.18-31.54|
|6|滴滴|拼车|极速拼车|35.16-36.69|
|7|滴滴|特价|花小猪外接版|40.85|
|8|滴滴|特价|惊喜特价|42.89|
|9|滴滴|快速|曹操出行|53.04|
|10|滴滴|快速|出租车|53.34|
|11|滴滴|快速|滴滴轻享|54.45|
|12|滴滴|快速|滴滴特快|55.29|
|13|滴滴|快速|滴滴优享|55.42|
|14|滴滴|快速|滴滴快车|55.67|
|15|滴滴|快速|宽敞好车|55.67|
|16|滴滴|快速|方舟行|56.03|
|17|滴滴|快速|长沙新出租|56.04|
|18|滴滴|快速|武汉新出租|57.50|
|19|滴滴|舒适|滴滴专车|96.10|
|20|滴滴|舒适|滴滴豪华车|96.36|
|21|滴滴|六座|六座专车|115.15|","[{""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""滴滴快车"", ""price"": True, ""price_min"": 0, ""price_max"": 35, ""fast"": False}]",滴滴,,无,快速,滴滴快车,"特惠快车,滴滴快车，特快出租车，滴滴特快，极速拼车",TRUE,0,35,29.43346596,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎,,,,
帮我叫个滴滴快车去南京夫子庙，用滴滴，价格不限。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|11.82|
|1|滴滴|推荐|特惠快车|13.36|
|2|滴滴|推荐|滴滴快车|13.54|
|3|滴滴|推荐|特快出租车|13.77|
|4|滴滴|推荐|滴滴特快|15.80|
|5|滴滴|拼车|特价拼车|7.51-9.48|
|6|滴滴|特价|花小猪外接版|15.69|
|7|滴滴|特价|惊喜特价|16.19|
|8|滴滴|快速|曹操出行|19.15|
|9|滴滴|快速|出租车|19.76|
|10|滴滴|快速|滴滴轻享|19.96|
|11|滴滴|快速|滴滴特快|20.73|
|12|滴滴|快速|滴滴优享|21.25|
|13|滴滴|快速|滴滴快车|22.62|
|14|滴滴|快速|宽敞好车|23.34|
|15|滴滴|快速|方舟行|23.78|
|16|滴滴|舒适|滴滴专车|30.60|
|17|滴滴|六座|六座专车|48.01|
|18|滴滴|六座|六座豪华车|50.56|
|19|滴滴|六座|六座快车|50.70|","[{""app"": ""滴滴"", ""category"": ""快车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 100000, ""fast"": False}]",滴滴,,快车,快速,无,"特惠快车,滴滴快车,六座快车，特快出租车，滴滴特快",TRUE,0,100000,13.15247059,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎,,,,
用滴滴，打个车去深圳华强北，用特价拼车，价格在25元之间。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|15.35|
|1|滴滴|推荐|特惠快车|15.40|
|2|滴滴|推荐|滴滴快车|15.85|
|3|滴滴|推荐|特快出租车|16.27|
|4|滴滴|推荐|滴滴特快|17.98|
|5|滴滴|推荐|宽敞好车|18.08|
|6|滴滴|拼车|特价拼车|11.38-12.95|
|7|滴滴|拼车|极速拼车|16.30-17.70|
|8|滴滴|特价|花小猪外接版|20.97|
|9|滴滴|特价|惊喜特价|22.01|
|10|滴滴|快速|曹操出行|28.09|
|11|滴滴|快速|出租车|28.31|
|12|滴滴|快速|滴滴轻享|28.53|
|13|滴滴|快速|滴滴特快|29.87|
|14|滴滴|快速|滴滴优享|30.35|
|15|滴滴|快速|滴滴快车|30.40|
|16|滴滴|快速|宽敞好车|30.76|
|17|滴滴|快速|方舟行|32.60|
|18|滴滴|快速|长沙新出租|32.79|
|19|滴滴|快速|武汉新出租|33.82|
|20|滴滴|舒适|滴滴专车|54.90|
|21|滴滴|六座|六座专车|69.41|
|22|滴滴|六座|六座豪华车|69.82|
|23|滴滴|六座|六座快车|70.62|","[{""app"": ""滴滴"", ""category"": ""特价车, 拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 25, ""fast"": False}]",滴滴,,"特价车, 拼车",无,无,特价拼车,TRUE,0,25,79.93455243,直接命中车小类关键字但answer中没有或错误,,陆迎,,,,
帮我叫个特价拼车去杭州西溪湿地，用滴滴，价格在30元左右。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|24.19|
|1|滴滴|推荐|特惠快车|24.54|
|2|滴滴|推荐|滴滴快车|24.65|
|3|滴滴|推荐|特快出租车|25.86|
|4|滴滴|拼车|特价拼车|24.50-26.48|
|5|滴滴|拼车|极速拼车|24.09-25.69|
|6|滴滴|特价|花小猪外接版|29.93|
|7|滴滴|特价|惊喜特价|31.62|
|8|滴滴|快速|曹操出行|49.34|
|9|滴滴|快速|出租车|49.70|
|10|滴滴|快速|滴滴轻享|50.84|
|11|滴滴|快速|滴滴特快|51.14|
|12|滴滴|快速|滴滴优享|51.18|
|13|滴滴|快速|滴滴快车|51.41|
|14|滴滴|快速|宽敞好车|52.10|
|15|滴滴|快速|方舟行|52.12|
|16|滴滴|快速|长沙新出租|53.51|
|17|滴滴|舒适|滴滴专车|77.77|
|18|滴滴|舒适|滴滴豪华车|78.29|
|19|滴滴|六座|六座专车|106.37|
|20|滴滴|六座|六座豪华车|106.39|","[{""app"": ""滴滴"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 30, ""price_max"": 30, ""fast"": False}]",滴滴,,拼车,无,无,特价拼车,TRUE,30,30,49.49110961,直接命中车小类关键字但answer中没有或错误,,陆迎,,,,
用滴滴，打个车去成都宽窄巷子，用极速拼车，价格不超过40元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|10.75|
|1|滴滴|推荐|特惠快车|11.21|
|2|滴滴|推荐|滴滴快车|12.19|
|3|滴滴|推荐|特快出租车|13.64|
|4|滴滴|推荐|滴滴特快|13.85|
|5|滴滴|推荐|宽敞好车|14.81|
|6|滴滴|拼车|特价拼车|12.95-14.89|
|7|滴滴|拼车|极速拼车|11.27-12.61|
|8|滴滴|特价|花小猪外接版|15.49|
|9|滴滴|特价|惊喜特价|15.82|
|10|滴滴|快速|曹操出行|20.43|
|11|滴滴|快速|出租车|20.53|
|12|滴滴|快速|滴滴轻享|20.64|
|13|滴滴|快速|滴滴特快|21.52|
|14|滴滴|快速|滴滴优享|22.07|
